用户id,语音通话整体满意度,网络覆盖与信号强度,语音通话清晰度,语音通话稳定性,是否遇到过网络问题,居民小区,办公室,高校,商业街,地铁,农村,高铁,手机没有信号,有信号无法拨通,通话过程中突然中断,通话中有杂音、听不清、断断续续,串线,通话过程中一方听不见,脱网次数,mos质差次数,未接通掉话次数,4\5G用户,是否关怀用户,套外流量（MB）,是否4G网络客户（本地剔除物联网）,套外流量费（元）,外省语音占比,语音通话-时长（分钟）,省际漫游-时长（分钟）,终端品牌,终端品牌类型,当月ARPU,当月MOU,前3月ARPU,前3月MOU,外省流量占比,GPRS总流量（KB）,GPRS-国内漫游-流量（KB）,是否5G网络客户,客户星级标识,是否投诉,其他,医院,地下,山区,电梯,道路,其他.1
4679,7.0,4.0,5.0,5.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,5G,,0.0,是,0.0,0.0,241.0,0.0,华为,JEF-TN00,15.0,241.0,0.0,156.0,0.0,2295767.0,0.0,是,三星,0.0,-1,-1,-1,-1,-1,-1,-1
4680,10.0,10.0,10.0,10.0,2.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,6.0,0.0,4G,,0.0,是,0.0,0.0,133.0,0.0,华为,BLA-AL00,88.0,133.0,0.0,169.0,0.0,4634807.0,0.0,否,三星,0.0,-1,-1,-1,-1,-1,-1,-1
4681,10.0,10.0,10.0,10.0,2.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,4.0,0.0,4G,,0.0,是,0.0,0.0,314.0,0.0,华为,JSN-AL00a,150.0,314.0,0.0,289.0,0.0,11933046.0,0.0,否,三星,0.0,-1,-1,-1,-1,-1,-1,-1
4682,8.0,8.0,8.0,8.0,1.0,1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,-1.0,1.0,0.0,0.0,0.0,5G,,113.02,是,13.19,0.0,59.0,0.0,华为,CDY-AN90,92.19,59.0,0.0,153.0,0.0,17029490.0,0.0,是,银卡,0.0,-1,-1,-1,-1,-1,-1,-1
4683,10.0,10.0,10.0,10.0,2.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,18.0,1.0,4G,,0.0,是,0.0,0.0,452.0,0.0,华为,AQM-AL10,29.1,452.0,0.0,285.0,0.0,8416036.0,0.0,否,三星,0.0,-1,-1,-1,-1,-1,-1,-1
4684,10.0,10.0,10.0,10.0,2.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,4G,,0.0,是,0.0,0.0,201.0,0.0,华为,MOA-AL20,30.5,201.0,0.0,138.0,0.0,1559629.0,0.0,否,三星,0.0,-1,-1,-1,-1,-1,-1,-1
4685,10.0,9.0,10.0,10.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,0.0,0.0,1.0,5G,,0.0,是,5.0,0.0,335.0,0.0,华为,ELS-AN00,152.0,335.0,9.0,287.0,0.0,32497684.0,0.0,是,银卡,0.0,-1,-1,-1,-1,-1,-1,-1
4686,10.0,10.0,10.0,10.0,2.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,3.0,1.0,4G,,0.0,是,0.0,0.0,54.0,0.0,华为,HLK-AL00,74.9,54.0,0.0,157.0,0.0,90852933.0,0.0,否,三星,0.0,-1,-1,-1,-1,-1,-1,-1
4687,5.0,5.0,5.0,10.0,2.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,4G,,36.55,是,10.0,0.0,301.0,0.0,华为,HMA-AL00,44.19,301.0,0.0,180.0,0.0,4328901.0,0.0,否,二星,0.0,-1,-1,-1,-1,-1,-1,-1
4688,8.0,8.0,8.0,6.0,1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,1.0,1.0,-1.0,-1.0,1.0,-1.0,-1.0,0.0,3.0,0.0,5G,是,0.0,是,0.0,0.0,190.0,0.0,realme,RMX3115,43.51,190.0,0.0,177.0,0.0,6558225.0,0.0,是,三星,0.0,-1,-1,-1,-1,-1,-1,-1
4689,9.0,9.0,10.0,10.0,2.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,4.0,0.0,5G,,0.0,是,0.0,0.0,793.0,0.0,苹果,A2400,208.0,793.0,0.0,973.0,0.0,21405084.0,0.0,是,银卡,0.0,-1,-1,-1,-1,-1,-1,-1
4690,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,1.0,0.0,0.0,0.0,5G,,0.0,是,0.0,0.0,655.0,0.0,华为,LIO-AN00,163.0,655.0,0.0,1268.0,0.0,6169025.0,0.0,是,银卡,0.0,-1,-1,-1,-1,-1,-1,1
4691,10.0,10.0,10.0,10.0,2.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,5G,,0.0,是,0.0,0.0,497.0,0.0,华为,ANA-AN00,127.0,497.0,0.0,837.0,0.0,39529432.0,0.0,是,银卡,0.0,-1,-1,-1,-1,-1,-1,-1
4692,4.0,4.0,4.0,4.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,-1.0,1.0,0.0,0.0,0.0,2G,,0.0,否,0.0,0.0,126.0,0.0,苹果,iPhone 7 A1660,18.45,126.0,0.0,146.0,0.0,0.0,0.0,否,三星,0.0,-1,-1,-1,-1,-1,-1,-1
4693,10.0,10.0,10.0,10.0,2.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,3.0,4.0,5G,是,0.0,是,0.0,0.0,663.0,0.0,华为,OXF-AN00,88.0,663.0,0.0,723.0,0.0,75262439.0,0.0,是,银卡,0.0,-1,-1,-1,-1,-1,-1,-1
4694,10.0,10.0,10.0,10.0,2.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,1.0,4G,是,0.0,是,0.0,0.0,182.0,0.0,步步高,V1901A,50.0,182.0,0.0,293.0,0.0,49535332.0,0.0,否,三星,0.0,-1,-1,-1,-1,-1,-1,-1
4695,10.0,10.0,10.0,10.0,1.0,-1.0,1.0,-1.0,-1.0,1.0,-1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,2.0,0.0,4G,,0.0,是,0.0,0.0,222.0,0.0,苹果,A2298,110.14,222.0,0.0,294.0,0.0,34010925.0,0.0,否,三星,0.0,-1,-1,-1,-1,-1,-1,-1
4696,10.0,10.0,10.0,10.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,5G,,0.0,是,0.0,0.0,131.0,0.0,华为,DVC-AN20,7.0,131.0,0.0,117.0,0.0,1086835.0,0.0,是,二星,0.0,-1,-1,-1,-1,-1,-1,1
4697,10.0,10.0,10.0,10.0,2.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,4G,,19.66,是,5.22,0.0,60.0,0.0,华为,BND-AL10,23.22,60.0,0.0,154.0,0.0,267501.0,0.0,否,二星,0.0,-1,-1,-1,-1,-1,-1,-1
4698,10.0,10.0,10.0,10.0,2.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,2.0,0.0,4G,,0.0,是,0.0,0.0,451.0,0.0,华为,YAL-AL10,10.0,451.0,0.0,424.0,0.0,148871.0,0.0,否,三星,0.0,-1,-1,-1,-1,-1,-1,-1
4699,9.0,9.0,9.0,9.0,1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,1.0,-1.0,1.0,0.0,1.0,0.0,4G,,0.0,是,0.0,0.0,257.0,0.0,华为,JKM-TL00,89.0,257.0,0.0,250.0,0.0,8230737.0,0.0,否,三星,0.0,-1,-1,-1,-1,-1,-1,-1
4700,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,4G,,0.0,是,0.0,0.0,502.0,0.0,华为,ELS-AN00,129.0,502.0,0.0,608.0,0.0,15734462.0,0.0,否,三星,0.0,-1,-1,-1,-1,-1,-1,-1
4701,9.0,10.0,9.0,9.0,2.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,11.0,0.0,0.0,4G,,42.63,是,10.0,0.0,606.0,0.0,步步高,V2036A,138.0,606.0,0.0,424.0,0.0,98524205.0,0.0,否,三星,0.0,-1,-1,-1,-1,-1,-1,-1
4702,7.0,6.0,6.0,6.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,1.0,-1.0,-1.0,0.0,6.0,0.0,4G,是,0.0,是,0.0,0.0,434.0,0.0,苹果,A2104,95.1,434.0,0.0,158.0,0.0,9015355.0,0.0,否,二星,0.0,-1,-1,-1,-1,-1,-1,-1
4703,10.0,10.0,10.0,10.0,2.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,4G,,0.0,是,4.06,0.0,217.0,0.0,苹果,iPhone 8 Plus A1864,17.26,217.0,0.0,383.0,0.0,79885.0,0.0,否,三星,0.0,-1,-1,-1,-1,-1,-1,-1
4704,10.0,10.0,10.0,10.0,2.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,9.0,0.0,4G,,0.0,是,0.0,0.0,633.0,0.0,华为,ALA-AN70,90.0,633.0,0.0,658.0,0.0,11883414.0,0.0,否,三星,0.0,-1,-1,-1,-1,-1,-1,-1
4705,6.0,5.0,6.0,4.0,1.0,1.0,1.0,-1.0,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,21.0,7.0,5G,,0.0,是,0.0,0.0,1157.0,0.0,华为,VOG-AL10,262.04,1157.0,0.0,737.0,0.0,39696155.0,0.0,否,金卡,0.0,1,-1,-1,-1,-1,-1,-1
4706,5.0,5.0,7.0,3.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,4G,,0.0,是,6.09,0.0,71.0,0.0,苹果,A2644,14.39,71.0,0.0,166.0,0.0,62784.0,0.0,否,三星,0.0,-1,-1,-1,-1,-1,-1,-1
4707,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,0.0,0.0,0.0,5G,,0.0,是,0.0,0.0,208.0,0.0,欧珀,PEHM00,8.0,208.0,0.0,196.0,0.0,3961.0,0.0,是,二星,0.0,-1,-1,-1,-1,-1,-1,-1
4708,10.0,10.0,10.0,10.0,2.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,1.0,0.0,4G,,0.0,是,0.0,0.0,70.0,0.0,苹果,A2104,25.0,70.0,0.0,51.0,0.0,11983593.0,0.0,否,三星,0.0,-1,-1,-1,-1,-1,-1,-1
4709,10.0,10.0,10.0,10.0,2.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,4G,,0.0,是,0.0,0.0,91.0,0.0,苹果,A2221,39.0,91.0,0.0,115.0,0.0,5427735.0,0.0,否,二星,0.0,-1,-1,-1,-1,-1,-1,-1
4710,10.0,8.0,10.0,9.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,1.0,0.0,0.0,0.0,5G,,6879.19,是,87.0,0.0,2431.0,0.0,华为,TET-AN00,290.68,2431.0,0.0,2043.0,0.0,70433247.0,0.0,是,银卡,0.0,1,-1,-1,-1,-1,-1,-1
4711,10.0,10.0,9.0,10.0,2.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,6.0,4.0,0.0,5G,,0.0,是,0.0,0.0,114.0,0.0,小米科技,M2004J7BC,59.0,114.0,0.0,349.0,0.0,15245292.0,0.0,是,三星,0.0,-1,-1,-1,-1,-1,-1,-1
4712,10.0,10.0,10.0,10.0,2.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,14.0,1.0,5G,,0.0,是,0.0,0.0,177.0,0.0,苹果,A2639,210.0,177.0,0.0,215.0,0.0,12202973.0,0.0,是,银卡,1.0,-1,-1,-1,-1,-1,-1,-1
4713,10.0,10.0,10.0,10.0,2.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,6.0,4.0,0.0,4G,,0.0,是,0.0,0.0,232.0,0.0,小米科技,2015711,38.1,232.0,0.0,436.0,0.0,30195083.0,0.0,否,三星,0.0,-1,-1,-1,-1,-1,-1,-1
4714,2.0,2.0,2.0,2.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,1.0,0.0,0.0,1.0,4G,,0.0,是,0.0,0.0,249.0,0.0,苹果,A2104,60.0,249.0,0.0,237.0,0.0,8969120.0,0.0,否,三星,0.0,1,-1,-1,-1,-1,-1,-1
4715,9.0,9.0,9.0,9.0,1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,1.0,1.0,-1.0,-1.0,1.0,-1.0,-1.0,6.0,0.0,0.0,5G,,0.0,是,0.0,0.0,305.0,0.0,苹果,A2404,128.0,305.0,0.0,461.0,0.0,5317988.0,0.0,是,银卡,0.0,-1,-1,-1,-1,-1,-1,-1
4716,10.0,10.0,10.0,10.0,2.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,6.0,11.0,4G,,0.0,是,0.0,0.0,436.0,0.0,华为,VOG-AL00,80.0,436.0,0.0,267.0,0.0,11447930.0,0.0,否,三星,0.0,-1,-1,-1,-1,-1,-1,-1
4717,10.0,10.0,10.0,10.0,1.0,-1.0,-1.0,-1.0,1.0,1.0,-1.0,1.0,-1.0,1.0,-1.0,-1.0,-1.0,1.0,0.0,12.0,0.0,5G,,0.0,是,0.0,0.0,9.0,0.0,联想,Lenovo L70081,69.0,9.0,0.0,80.0,0.0,81293936.0,0.0,是,未评级,0.0,-1,-1,-1,-1,-1,-1,-1
4718,10.0,10.0,10.0,10.0,2.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,6.0,8.0,1.0,4G,,0.0,是,0.0,0.0,444.0,0.0,步步高,V1955A,30.0,444.0,0.0,291.0,0.0,18588379.0,0.0,否,一星,0.0,-1,-1,-1,-1,-1,-1,-1
4719,6.0,8.0,8.0,10.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,0.0,11.0,0.0,5G,,0.0,是,0.0,0.0,315.0,0.0,苹果,A2644,68.0,315.0,0.0,294.0,0.0,3294392.0,0.0,是,三星,0.0,-1,-1,-1,-1,-1,-1,-1
4720,10.0,5.0,10.0,10.0,2.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,1.0,1.0,4G,,0.0,是,0.0,0.0,60.0,0.0,华为,ALP-AL00,25.0,60.0,0.0,72.0,0.0,10954582.0,0.0,否,三星,0.0,-1,-1,-1,-1,-1,-1,-1
4721,5.0,5.0,5.0,5.0,1.0,1.0,1.0,-1.0,1.0,-1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,0.0,0.0,4.0,5G,,0.0,是,0.0,0.0,810.0,0.0,苹果,A2644,166.6,810.0,0.0,509.0,0.0,19641696.0,0.0,是,金卡,0.0,-1,-1,-1,-1,-1,-1,-1
4722,8.0,10.0,10.0,10.0,2.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,2.0,5G,是,0.0,是,0.0,0.0,367.0,0.0,小米科技,M2012K11AC,55.35,367.0,0.0,295.0,0.0,3474930.0,0.0,是,三星,0.0,-1,-1,-1,-1,-1,-1,-1
4723,8.0,8.0,8.0,8.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,4.0,1.0,4G,是,0.0,是,0.0,0.0,578.0,0.0,小米科技,M1803E1A,120.0,578.0,0.0,258.0,0.0,208136.0,0.0,否,三星,0.0,-1,-1,-1,-1,-1,-1,-1
4724,10.0,10.0,10.0,10.0,2.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,1.0,0.0,5G,,0.0,是,0.0,0.0,666.0,0.0,欧珀,PEQM00,66.3,666.0,0.0,749.0,0.0,23048178.0,0.0,是,三星,0.0,-1,-1,-1,-1,-1,-1,-1
4725,8.0,8.0,8.0,8.0,1.0,1.0,-1.0,-1.0,1.0,-1.0,1.0,-1.0,-1.0,-1.0,1.0,1.0,-1.0,1.0,0.0,1.0,0.0,4G,,0.0,是,0.0,0.0,248.0,0.0,步步高,V1813A,47.77,248.0,0.0,294.0,0.0,15994819.0,0.0,否,三星,0.0,-1,-1,-1,-1,-1,-1,-1
4726,10.0,6.0,9.0,7.0,2.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,9.0,1.0,4G,,0.0,是,0.0,0.0,775.0,0.0,苹果,iPhone 8 Plus A1899,60.0,775.0,0.0,793.0,0.0,3872311.0,0.0,否,三星,0.0,-1,-1,-1,-1,-1,-1,-1
4727,10.0,9.0,9.0,9.0,1.0,1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,1.0,1.0,1.0,-1.0,-1.0,0.0,9.0,2.0,5G,,0.0,是,0.0,0.0,1432.0,0.0,华为,LIO-AN00,135.0,1432.0,0.0,745.0,0.0,13589372.0,0.0,是,银卡,0.0,-1,-1,-1,-1,-1,-1,-1
4728,10.0,10.0,10.0,10.0,2.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,5G,,0.0,是,0.0,0.0,653.0,0.0,华为,NOH-AN00,88.0,653.0,0.0,551.0,0.0,14374827.0,0.0,是,三星,0.0,-1,-1,-1,-1,-1,-1,-1
4729,8.0,10.0,10.0,10.0,2.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,7.0,0.0,4G,,0.0,是,0.0,0.0,337.0,0.0,苹果,A2298,49.0,337.0,0.0,242.0,0.0,20207440.0,0.0,否,二星,0.0,-1,-1,-1,-1,-1,-1,-1
4730,9.0,9.0,10.0,9.0,2.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,2.0,0.0,5G,,0.0,是,0.0,0.0,712.0,0.0,华为,BMH_AN20,82.0,712.0,0.0,858.0,0.0,5213039.0,0.0,是,三星,0.0,-1,-1,-1,-1,-1,-1,-1
4731,10.0,10.0,10.0,10.0,2.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,1.0,0.0,5G,,0.0,是,0.0,0.0,894.0,0.0,华为,LIO-AN00,210.0,894.0,0.0,866.0,0.0,65866075.0,0.0,是,白金卡,0.0,-1,-1,-1,-1,-1,-1,-1
4732,7.0,7.0,7.0,8.0,2.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,7.0,0.0,4G,,0.0,是,0.0,0.0,251.0,0.0,步步高,V2034A,111.0,251.0,0.0,226.0,0.0,3610784.0,0.0,否,银卡,0.0,-1,-1,-1,-1,-1,-1,-1
4733,9.0,8.0,9.0,9.0,1.0,1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,1.0,-1.0,1.0,1.0,-1.0,1.0,0.0,2.0,1.0,4G,是,0.0,是,0.0,0.0,251.0,0.0,步步高,V1829A,45.1,251.0,0.0,755.0,0.0,21524419.0,0.0,否,三星,0.0,-1,-1,-1,-1,-1,-1,-1
4734,8.0,10.0,9.0,6.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,1.0,0.0,5.0,0.0,4G,,0.0,是,0.0,0.0,880.0,0.0,苹果,A2104,94.27,880.0,0.0,474.0,0.0,16916270.0,0.0,否,三星,0.0,1,-1,-1,-1,-1,-1,-1
4735,10.0,9.0,10.0,10.0,1.0,1.0,1.0,-1.0,-1.0,1.0,-1.0,-1.0,1.0,-1.0,1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,4G,,1024.32,是,278.3,0.0,346.0,0.0,苹果,iPhone 7Plus A1661,344.38,346.0,0.0,379.0,0.0,7773208.0,0.0,否,三星,0.0,-1,-1,-1,-1,-1,-1,-1
4736,10.0,9.0,10.0,10.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,4G,,0.0,是,0.0,0.0,145.0,0.0,华为,PAR-AL00,29.8,145.0,0.0,158.0,0.0,5014679.0,0.0,否,三星,0.0,-1,-1,-1,-1,-1,-1,-1
4737,10.0,10.0,10.0,10.0,2.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,4.0,0.0,5G,,0.0,是,0.0,0.0,537.0,0.0,苹果,A2634,158.85,537.0,0.0,492.0,0.0,5579214.0,0.0,是,银卡,0.0,-1,-1,-1,-1,-1,-1,-1
4738,10.0,10.0,10.0,10.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,1.0,-1.0,-1.0,1.0,0.0,0.0,0.0,4G,,0.0,是,0.0,0.0,222.0,0.0,步步高,V2073A,69.3,222.0,0.0,550.0,0.0,4574035.0,0.0,是,三星,0.0,1,-1,-1,-1,-1,-1,-1
4739,9.0,9.0,9.0,9.0,2.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,4.0,0.0,4G,是,0.0,是,0.0,0.0,780.0,0.0,小米科技,M1902F1A,48.0,780.0,0.0,1846.0,0.0,15215967.0,0.0,否,三星,0.0,-1,-1,-1,-1,-1,-1,-1
4740,6.0,6.0,6.0,8.0,2.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,2.0,0.0,5G,是,0.0,是,0.0,0.0,229.0,0.0,realme,RMX3366,10.0,229.0,0.0,244.0,0.0,5290520.0,0.0,是,三星,0.0,-1,-1,-1,-1,-1,-1,-1
4741,10.0,10.0,10.0,10.0,2.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,1.0,0.0,4G,,0.0,是,0.0,0.0,121.0,0.0,华为,AQM-AL10,63.9,121.0,0.0,93.0,0.0,52406453.0,0.0,否,三星,0.0,-1,-1,-1,-1,-1,-1,-1
4742,10.0,10.0,10.0,10.0,2.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,4G,,0.0,是,0.0,0.0,267.0,0.0,华为,BLN-AL10,36.13,267.0,0.0,108.0,0.0,1981757.0,0.0,否,三星,0.0,-1,-1,-1,-1,-1,-1,-1
4743,10.0,10.0,10.0,10.0,2.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,1.0,1.0,5G,,0.0,是,0.0,0.0,898.0,0.0,华为,ELS-AN00,75.0,898.0,9.0,251.0,0.0,19067434.0,0.0,是,三星,0.0,-1,-1,-1,-1,-1,-1,-1
4744,10.0,10.0,10.0,10.0,2.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,6.0,2.0,2.0,5G,,0.0,是,0.0,0.0,455.0,0.0,苹果,A2639,42.69,455.0,0.0,438.0,0.0,84165555.0,0.0,是,二星,0.0,-1,-1,-1,-1,-1,-1,-1
4745,10.0,10.0,10.0,8.0,2.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,4G,,0.0,是,0.29,0.0,144.0,0.0,欧珀,OPPO R11,11.29,144.0,0.0,82.0,0.0,65490.0,0.0,否,三星,0.0,-1,-1,-1,-1,-1,-1,-1
4746,10.0,10.0,10.0,10.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,1.0,-1.0,1.0,1.0,-1.0,-1.0,6.0,0.0,1.0,4G,,0.0,是,60.0,0.0,162.0,0.0,小米科技,M2103K19C,126.46,162.0,0.0,254.0,0.0,18902318.0,0.0,否,二星,0.0,-1,-1,-1,-1,-1,-1,-1
4747,10.0,10.0,10.0,10.0,2.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,6.0,2.0,0.0,4G,,0.0,是,0.0,0.0,191.0,0.0,苹果,A2223,34.56,191.0,0.0,168.0,0.0,24576413.0,0.0,否,三星,0.0,-1,-1,-1,-1,-1,-1,-1
