用户,手机上网整体满意度,网络覆盖与信号强度,手机上网速度,手机上网稳定性,上网质差次数,脱网次数,微信质差次数,套外流量（MB）,套外流量费（元）,是否不限量套餐到达用户,终端品牌,终端品牌类型,是否5G网络客户,当月MOU,客户星级标识,场景问题次数,现象问题次数,大类问题次数,小类视频问题次数,小类游戏问题次数,全部应用问题次数,性别_女,性别_性别不详,性别_男
用户5223,7,7,6,6,0,0,0,0.0,0.0,0,21,14,0,58.0,3,5,3,1,0,0,0,1,0,0
用户5224,10,10,10,10,14,9,0,0.0,0.0,1,8,17,0,12.0,2,2,2,0,0,0,0,0,0,1
用户5225,10,10,10,10,0,6,0,0.0,0.0,0,8,17,0,113.0,3,1,2,0,0,0,0,0,0,1
用户5226,3,2,5,1,0,0,0,0.0,0.0,1,11,17,0,64.0,3,2,4,1,0,0,0,0,0,1
用户5227,10,10,10,10,2,0,0,0.0,0.0,0,21,1,1,43.0,1,0,0,0,0,0,0,0,0,1
用户5228,10,10,10,10,0,0,0,0.0,0.0,0,15,17,0,17.0,3,0,0,0,0,0,0,0,0,1
用户5229,6,2,8,2,0,0,0,0.0,0.0,1,21,1,0,94.0,3,3,2,0,0,0,0,1,0,0
用户5230,9,9,9,9,0,0,0,0.0,0.0,1,21,1,0,9.0,3,10,2,0,0,0,0,1,0,0
用户5231,10,10,10,10,0,7,0,0.0,0.0,0,21,14,0,659.0,3,0,0,0,0,0,0,0,0,1
用户5232,1,5,5,5,0,0,0,0.0,0.0,0,8,17,1,185.0,3,4,4,4,10,0,0,0,0,1
用户5233,1,1,1,1,0,0,0,0.0,0.0,0,11,17,1,357.0,2,1,1,0,0,0,0,0,0,1
用户5234,9,8,8,9,0,75,0,10.88,2.0,0,8,17,1,166.0,2,1,3,0,0,0,0,0,0,1
用户5235,10,10,10,10,1,0,0,0.0,0.0,0,8,17,1,81.0,3,0,0,0,0,0,0,0,0,1
用户5236,10,10,10,10,0,0,0,0.0,0.0,0,8,17,0,0.0,-1,1,1,0,0,0,0,0,0,1
用户5237,8,6,10,7,0,24,0,0.0,0.0,0,21,1,1,69.0,3,3,3,1,0,0,0,1,0,0
用户5238,5,7,7,7,0,0,0,331.53,9.62,0,21,1,1,1254.0,5,1,2,5,10,0,0,0,0,1
用户5239,6,6,6,5,0,21,0,894.62,9.68,0,8,17,1,1184.0,4,2,1,0,0,0,0,0,0,1
用户5240,10,10,10,10,0,0,0,0.0,0.0,0,8,17,1,284.0,4,1,1,0,0,0,0,0,0,1
用户5241,3,2,2,2,0,8,2,0.0,5.0,0,21,1,1,25.0,1,3,4,4,0,0,0,1,0,0
用户5242,9,8,9,9,0,0,0,0.0,0.0,0,8,17,0,225.0,2,2,1,0,0,0,0,0,0,1
用户5243,3,3,4,4,0,7,2,0.0,0.0,0,21,1,1,257.0,5,3,4,3,0,0,0,1,0,0
用户5244,8,6,7,8,0,6,0,0.0,0.0,0,21,1,0,779.0,4,3,3,0,0,0,0,0,0,1
用户5245,1,3,3,2,0,0,0,0.0,0.0,0,11,17,1,262.0,3,2,4,2,0,0,0,1,0,0
用户5246,9,8,7,7,0,0,0,0.0,0.0,0,21,1,0,192.0,3,2,2,3,10,0,10,0,0,1
用户5247,1,1,1,1,0,0,0,0.0,0.0,0,21,1,0,515.0,3,7,4,5,0,0,0,1,0,0
用户5248,6,5,5,5,1,0,0,0.0,0.0,0,8,17,0,319.0,4,2,4,2,0,0,0,0,0,1
用户5249,6,4,6,7,0,0,0,0.0,34.0,0,21,1,0,230.0,3,3,3,0,0,0,0,0,0,1
用户5250,6,6,6,8,3,0,4,0.0,0.0,0,21,1,0,242.0,3,4,2,0,0,0,0,1,0,0
用户5251,9,10,9,10,0,0,0,0.0,0.0,0,11,17,0,55.0,3,0,0,0,0,0,0,1,0,0
用户5252,7,5,7,7,0,0,7,0.0,0.0,0,21,1,1,109.0,3,2,3,3,0,0,10,0,0,1
用户5253,8,8,8,8,1,43,0,0.0,0.0,0,21,1,1,216.0,4,0,0,0,0,0,0,0,0,1
用户5254,3,2,2,2,0,0,0,83.91,25.23,0,21,1,0,386.0,3,2,4,1,0,0,0,0,1,0
用户5255,10,10,10,10,0,0,0,0.0,0.0,1,8,17,0,1130.0,3,0,0,0,0,0,0,0,0,1
用户5256,6,4,4,6,0,0,0,0.01,1.0,0,21,1,1,2.0,1,4,3,3,0,0,10,1,0,0
用户5257,10,8,9,9,0,0,4,0.0,0.0,1,8,17,0,389.0,3,3,3,2,0,0,0,0,0,1
用户5258,7,5,5,6,0,0,0,0.0,0.0,0,21,1,0,164.0,3,3,2,0,0,0,0,1,0,0
用户5259,1,7,7,7,0,0,0,0.0,0.0,0,8,17,1,40.0,3,0,0,0,0,0,0,0,0,1
用户5260,7,7,7,7,0,0,0,0.0,0.0,0,21,1,0,118.0,4,5,4,3,0,0,0,1,0,0
用户5261,8,8,8,8,0,0,0,0.0,0.0,0,21,1,0,782.0,5,2,2,0,0,0,0,0,0,1
用户5262,3,3,1,1,0,0,6,5140.75,144.0,1,21,1,1,172.0,3,10,4,5,10,0,10,1,0,0
用户5263,10,10,10,10,0,0,0,0.0,0.0,0,21,14,0,53.0,4,0,0,0,0,0,0,1,0,0
用户5264,10,9,9,9,0,0,0,37.87,7.54,0,16,17,0,28.0,3,2,2,2,0,0,0,0,0,1
用户5265,9,10,9,7,0,0,0,0.0,0.0,0,11,6,1,26.0,2,1,1,0,0,0,0,1,0,0
用户5266,2,2,4,1,0,17,0,0.0,0.0,1,21,14,0,88.0,3,5,3,0,0,0,0,0,0,1
用户5267,7,8,7,7,0,0,0,0.0,0.0,0,8,17,0,160.0,2,2,4,3,0,0,0,0,1,0
用户5268,10,10,10,10,0,0,0,0.0,0.0,0,15,17,0,107.0,3,0,0,0,0,0,0,0,0,1
用户5269,7,10,6,6,5,0,1,0.0,0.0,1,8,17,0,116.0,3,2,2,2,0,0,0,0,1,0
用户5270,5,5,8,8,0,0,0,0.0,0.0,0,21,14,0,26.0,3,2,4,2,0,0,0,1,0,0
用户5271,10,10,10,10,0,0,0,0.0,0.0,0,15,17,1,166.0,3,0,0,0,0,0,0,0,0,1
用户5272,10,10,10,10,0,0,0,0.0,0.0,0,21,14,0,9.0,3,0,0,0,0,0,0,0,0,1
用户5273,10,10,10,10,0,13,0,0.0,0.0,0,21,1,0,113.0,3,0,0,0,0,0,0,1,0,0
用户5274,3,5,5,5,0,0,0,0.0,0.0,0,15,8,0,208.0,3,10,4,2,0,0,0,1,0,0
用户5275,5,4,3,5,0,0,0,0.0,0.0,1,21,1,1,290.0,3,5,4,4,0,0,0,1,0,0
用户5276,1,3,1,2,0,0,1,350.14,10.0,0,21,14,0,26.0,2,2,2,2,10,0,0,1,0,0
用户5277,9,8,8,10,0,0,0,0.0,40.0,0,21,1,1,1437.0,3,0,0,0,0,0,0,1,0,0
用户5278,7,8,7,6,0,0,0,0.0,0.0,0,21,14,0,42.0,3,2,2,0,0,0,0,1,0,0
用户5279,10,10,10,10,0,0,0,0.0,0.0,0,11,17,0,51.0,3,1,1,0,0,0,0,0,1,0
用户5280,10,9,9,10,0,0,0,0.0,0.0,0,8,17,0,106.0,3,0,0,0,0,0,0,0,0,1
用户5281,10,3,3,3,1,24,0,0.0,0.0,0,15,17,1,289.0,5,4,3,4,0,0,0,0,0,1
用户5282,5,4,2,5,0,0,7,0.0,0.0,1,8,17,0,240.0,3,2,3,2,0,0,0,0,1,0
用户5283,10,10,10,10,0,0,0,38.75,10.0,0,8,17,0,215.0,2,0,0,0,0,0,0,0,1,0
用户5284,10,10,10,10,0,0,0,0.0,0.0,0,8,17,0,26.0,1,0,0,0,0,0,0,0,0,1
用户5285,6,5,5,4,0,0,8,0.0,0.0,1,21,14,0,23.0,3,1,4,2,0,0,0,1,0,0
用户5286,8,9,8,8,0,0,1,0.0,0.0,0,11,17,0,2.0,1,2,2,0,0,0,0,0,0,1
用户5287,8,8,7,8,0,0,3,0.0,0.0,0,21,1,0,674.0,4,2,3,2,0,0,0,0,0,1
用户5288,8,8,8,8,0,0,0,0.0,0.0,0,8,17,0,216.0,2,1,1,1,0,0,0,0,0,1
用户5289,9,9,9,10,0,0,0,0.0,0.0,0,11,17,0,51.0,3,0,0,0,0,0,0,0,0,1
用户5290,9,9,9,9,0,0,0,0.0,0.0,0,8,17,1,306.0,3,0,0,0,0,0,0,0,0,1
用户5291,10,10,10,10,0,0,0,0.0,0.0,1,8,17,0,302.0,3,0,0,0,0,0,0,0,0,1
用户5292,10,10,10,10,0,0,0,0.0,0.0,1,21,1,1,343.0,3,0,0,0,0,0,0,0,0,1
用户5293,10,10,10,10,0,0,0,0.0,0.0,0,8,17,0,13.0,3,0,0,0,0,0,0,0,0,1
用户5294,8,8,8,8,0,0,0,0.0,0.0,0,21,1,0,1107.0,3,0,0,0,0,0,0,0,0,1
用户5295,10,10,10,10,0,28,0,0.0,0.0,0,21,1,1,22.0,3,2,2,2,0,0,10,1,0,0
用户5296,8,8,6,6,2,7,0,0.0,0.0,0,21,14,0,276.0,3,3,2,0,0,0,0,0,0,1
用户5297,4,5,5,4,0,0,2,0.0,0.0,0,8,17,0,2589.0,5,1,3,0,0,0,0,0,0,1
用户5298,7,8,6,8,1,0,0,0.0,0.0,0,8,17,0,56.0,3,1,2,1,0,0,0,0,0,1
用户5299,1,2,2,2,0,0,0,0.0,0.0,0,21,1,1,480.0,4,7,4,5,10,10,10,1,0,0
用户5300,5,5,4,4,0,0,2,0.0,0.0,0,8,17,0,55.0,3,4,4,3,0,0,0,1,0,0
用户5301,10,10,10,10,0,0,0,0.0,0.0,0,16,17,1,75.0,2,0,1,0,0,0,0,0,0,1
用户5302,9,8,8,9,0,9,0,0.0,0.0,0,11,17,1,12.0,1,3,3,2,0,0,0,0,0,1
用户5303,9,9,8,8,0,0,0,0.0,0.0,0,11,17,0,150.0,3,0,0,0,0,0,0,0,0,1
用户5304,10,10,10,10,0,0,2,0.0,0.0,0,8,17,0,56.0,6,0,0,0,0,0,0,1,0,0
用户5305,10,8,10,10,0,0,0,0.0,0.0,0,21,1,0,36.0,4,0,0,0,0,0,0,0,0,1
用户5306,10,10,10,10,0,0,0,0.0,0.0,0,8,17,0,17.0,4,0,0,0,0,0,0,0,0,1
用户5307,10,10,10,10,0,0,0,0.0,0.0,1,15,17,1,224.0,3,0,0,0,0,0,0,0,0,1
用户5308,5,5,5,5,0,0,0,35.8,30.0,0,21,1,0,0.0,1,2,2,0,0,0,0,0,0,1
用户5309,10,10,10,10,7,0,0,0.0,0.0,1,21,1,1,108.0,4,3,2,0,0,0,0,1,0,0
用户5310,10,10,10,10,0,0,0,0.0,0.0,0,8,17,0,25.0,3,0,0,0,0,0,0,1,0,0
用户5311,1,1,1,1,0,15,1,0.0,0.0,0,21,14,0,537.0,2,0,4,4,10,0,0,0,0,1
用户5312,8,6,8,8,0,6,0,0.0,0.0,0,8,17,0,61.0,3,1,4,2,0,0,10,1,0,0
用户5313,10,10,10,10,0,0,1,0.0,0.0,0,21,1,1,456.0,3,1,2,0,0,0,0,0,0,1
用户5314,8,8,8,8,0,0,0,0.0,0.0,0,21,1,1,41.0,3,1,1,0,0,0,0,0,0,1
用户5315,6,6,6,7,1,0,2,0.0,0.0,0,21,1,0,113.0,3,1,3,1,0,0,0,1,0,0
用户5316,10,10,10,10,1,0,0,0.0,0.0,0,11,6,1,450.0,6,5,2,0,0,0,0,0,0,1
用户5317,7,7,8,8,0,0,0,0.0,0.0,0,16,17,0,32.0,2,0,0,0,0,0,0,1,0,0
用户5318,5,8,8,8,0,12,0,0.0,0.0,0,8,17,0,37.0,3,2,2,1,0,0,0,0,0,1
用户5319,9,8,7,8,0,0,2,0.0,0.0,0,16,17,0,250.0,3,1,1,1,0,0,0,0,0,1
用户5320,10,10,10,10,0,0,0,0.0,0.0,0,11,17,0,66.0,3,0,0,0,0,0,0,0,0,1
用户5321,8,5,7,7,0,0,0,0.0,0.0,0,21,1,1,23.0,3,2,2,0,0,0,0,0,0,1
用户5322,10,10,10,10,0,52,0,0.0,0.0,0,8,17,0,148.0,3,0,0,0,0,0,0,0,0,1
用户5323,8,8,8,8,1,44,0,0.0,0.0,0,11,17,0,271.0,3,1,4,1,0,0,0,0,0,1
用户5324,5,8,8,5,0,0,0,0.0,0.0,0,11,17,1,99.0,3,3,3,2,0,10,0,0,0,1
用户5325,10,10,10,10,0,49,0,0.0,0.0,0,1,17,1,174.0,2,0,0,0,0,0,0,0,0,1
用户5326,9,9,9,9,0,0,0,0.0,0.0,0,21,1,1,2847.0,5,1,4,4,10,0,10,0,1,0
用户5327,4,4,4,4,0,0,0,0.0,0.0,0,21,1,0,43.0,2,4,4,4,10,0,10,0,0,1
用户5328,10,10,10,10,0,0,0,0.0,0.0,0,16,17,1,56.0,4,0,0,0,0,0,0,1,0,0
用户5329,6,6,6,6,0,0,0,0.0,0.0,0,21,1,0,186.0,3,3,1,0,0,0,0,1,0,0
用户5330,2,1,5,1,1,0,0,0.0,0.0,0,21,14,0,189.0,4,3,4,3,10,10,10,0,0,1
用户5331,1,1,1,1,0,0,0,0.0,0.0,0,21,14,0,59.0,2,1,1,0,0,0,0,1,0,0
用户5332,8,7,7,8,0,0,5,0.0,0.0,0,21,1,0,422.0,3,1,2,2,0,0,0,0,0,1
用户5333,8,8,8,8,1,0,0,0.0,0.0,1,16,17,0,48.0,4,0,0,0,0,0,0,0,0,1
用户5334,10,10,10,10,0,9,0,0.0,0.0,0,21,1,0,216.0,3,0,0,0,0,0,0,1,0,0
用户5335,10,10,10,10,0,0,0,0.0,0.0,0,8,17,0,20.0,3,1,1,0,0,0,0,0,0,1
用户5336,10,9,10,8,0,0,0,0.0,0.0,1,8,17,1,260.0,3,0,0,0,0,0,0,1,0,0
用户5337,10,10,10,10,0,0,6,0.0,0.0,0,11,17,0,155.0,3,0,0,0,0,0,0,0,1,0
用户5338,10,10,10,10,0,0,0,0.0,0.0,0,15,17,0,3.0,3,0,0,0,0,0,0,0,0,1
用户5339,10,10,10,10,0,0,13,0.0,0.0,0,11,6,1,165.0,3,0,0,0,0,0,0,1,0,0
用户5340,7,7,7,7,0,0,0,0.0,0.0,1,11,6,1,526.0,3,6,4,4,0,0,0,0,0,1
用户5341,10,10,10,10,0,0,0,31.01,8.99,0,8,17,0,45.0,2,0,0,0,0,0,0,0,0,1
用户5342,1,1,5,1,0,6,0,0.0,0.0,0,21,1,1,69.0,4,2,3,0,0,0,0,0,0,1
用户5343,9,10,9,10,0,0,0,0.0,0.0,0,11,6,1,141.0,4,0,0,0,0,0,0,0,0,1
用户5344,5,5,4,8,0,0,0,0.0,0.0,1,21,1,0,52.0,3,2,2,3,0,0,0,1,0,0
用户5345,5,5,6,8,0,0,1,0.0,0.0,0,21,14,0,40.0,3,2,2,1,0,0,0,1,0,0
用户5346,7,8,6,6,0,0,0,0.0,0.0,0,21,1,0,49.0,3,3,4,2,0,0,0,0,0,1
用户5347,4,3,3,4,0,6,0,0.0,0.0,0,21,1,1,386.0,4,4,4,3,0,0,0,0,0,1
用户5348,10,10,10,10,0,0,6,78.14,21.17,0,21,14,0,26.0,2,0,0,0,0,0,0,1,0,0
用户5349,4,4,4,10,0,54,1,0.0,0.0,0,21,1,1,101.0,3,0,0,0,0,0,0,0,0,1
用户5350,10,7,8,3,0,0,4,0.0,0.0,0,21,1,1,265.0,4,3,3,0,0,0,0,0,0,1
用户5351,8,8,7,8,0,0,0,0.0,0.0,0,21,1,1,771.0,3,0,0,0,0,0,0,1,0,0
用户5352,4,2,3,3,0,7,0,0.0,0.0,0,21,1,1,197.0,4,3,4,2,0,0,0,0,0,1
用户5353,3,3,2,2,0,50,0,0.0,0.0,0,8,17,0,167.0,3,2,4,2,10,0,0,0,0,1
用户5354,6,5,8,8,0,0,0,0.0,0.0,0,21,1,0,244.0,3,1,1,0,0,0,0,0,0,1
用户5355,8,10,10,9,0,0,0,0.0,0.0,0,16,17,0,18.0,3,0,0,0,0,0,0,1,0,0
用户5356,8,8,8,7,0,0,0,0.0,0.0,0,15,17,1,46.0,6,3,4,3,0,0,0,1,0,0
用户5357,7,8,5,4,0,0,2,0.0,0.0,0,21,1,0,100.0,3,5,3,2,0,0,0,1,0,0
用户5358,10,9,9,9,0,53,0,0.0,0.0,1,11,17,1,35.0,3,0,0,0,0,0,0,1,0,0
用户5359,1,1,1,1,3,0,0,0.0,0.0,0,21,1,1,305.0,4,5,3,3,10,0,0,1,0,0
用户5360,10,10,10,9,3,0,1,0.0,0.0,0,11,17,0,277.0,4,2,3,2,10,0,10,0,0,1
用户5361,8,8,8,8,0,0,0,0.0,0.0,0,21,1,0,10.0,2,3,4,3,0,0,0,0,0,1
用户5362,4,4,4,4,0,0,0,0.0,0.0,0,8,17,0,17.0,3,3,4,2,10,0,10,1,0,0
用户5363,2,4,4,1,0,39,1,0.0,4.06,0,21,1,1,128.0,3,1,1,0,0,0,0,1,0,0
用户5364,4,3,4,3,0,7,0,0.0,0.0,0,8,17,0,196.0,3,3,1,1,0,0,0,0,0,1
用户5365,10,10,10,10,0,0,2,0.0,0.0,0,21,1,0,29.0,3,0,0,0,0,0,0,0,0,1
用户5366,9,9,9,9,0,13,0,0.0,0.0,0,16,17,0,146.0,0,1,1,0,0,0,0,1,0,0
用户5367,8,8,8,7,0,0,0,62.37,12.03,0,21,14,0,11.0,3,0,0,0,0,0,0,0,1,0
用户5368,10,10,10,10,1,0,4,0.0,0.0,0,21,1,0,54.0,2,1,1,0,0,0,0,0,0,1
用户5369,8,9,10,10,0,0,0,281.64,60.0,0,15,17,1,119.0,3,0,0,0,0,0,0,1,0,0
用户5370,9,9,9,9,0,0,0,0.0,0.0,0,8,17,0,87.0,3,0,0,0,0,0,0,0,1,0
用户5371,10,10,10,10,0,0,0,0.0,0.0,0,8,17,0,9.0,2,0,0,0,0,0,0,1,0,0
用户5372,9,9,9,9,0,0,0,0.0,0.0,0,8,17,0,90.0,3,3,3,0,0,0,0,1,0,0
用户5373,9,8,9,8,0,0,0,0.0,0.0,0,21,1,1,364.0,3,2,2,3,0,0,0,1,0,0
用户5374,10,5,10,5,0,0,1,0.0,12.22,1,21,1,0,60.0,2,1,4,4,10,0,10,1,0,0
用户5375,9,9,9,8,0,0,1,0.0,0.0,1,21,1,0,906.0,4,3,2,0,0,0,0,1,0,0
用户5376,5,5,5,5,0,26,1,0.0,0.0,0,8,17,0,199.0,1,1,3,4,0,0,0,1,0,0
用户5377,10,10,10,10,0,0,0,0.0,0.0,0,8,17,0,26.0,2,1,1,0,0,0,0,0,0,1
用户5378,7,6,7,4,0,0,8,0.0,5.0,0,21,1,1,126.0,4,3,4,1,0,0,10,0,1,0
用户5379,9,9,8,7,0,0,5,97.49,2.7,0,21,1,0,145.0,4,1,1,0,0,0,0,1,0,0
用户5380,6,7,7,7,0,21,8,0.0,0.0,0,15,17,0,161.0,3,3,1,0,0,0,0,0,0,1
用户5381,10,10,10,9,0,7,0,0.0,0.0,0,11,17,0,23.0,3,3,2,0,0,0,0,1,0,0
用户5382,10,10,9,10,0,0,0,0.0,0.0,1,15,17,0,66.0,3,1,1,0,0,0,0,0,0,1
用户5383,7,3,8,7,0,0,0,0.0,0.0,0,21,1,1,118.0,3,2,1,0,0,0,0,0,1,0
用户5384,7,4,3,3,0,12,0,0.0,0.0,0,21,14,0,128.0,4,4,4,4,0,0,0,0,0,1
用户5385,10,10,10,10,0,0,0,0.0,0.0,0,8,17,0,56.0,3,0,0,0,0,0,0,1,0,0
用户5386,6,5,4,5,0,0,0,0.0,0.0,1,11,6,1,296.0,4,2,2,2,0,0,0,0,0,1
用户5387,9,9,9,7,0,0,0,0.0,0.0,0,8,17,0,8.0,3,4,2,0,0,0,0,1,0,0
用户5388,10,10,10,10,0,0,0,0.0,0.0,0,8,17,1,696.0,3,3,2,0,0,0,0,0,0,1
用户5389,9,8,8,7,1,0,2,0.0,22.0,0,16,17,0,18.0,2,0,0,0,0,0,0,0,0,1
用户5390,10,7,7,5,0,0,0,0.0,0.0,0,21,1,1,68.0,3,1,3,0,0,0,0,0,1,0
用户5391,10,10,10,9,0,0,0,114.95,30.0,0,8,17,1,223.0,2,1,1,1,0,0,0,1,0,0
用户5392,5,2,2,3,0,0,1,0.0,0.0,1,21,1,1,338.0,3,2,3,2,0,0,10,1,0,0
用户5393,7,6,6,7,0,7,3,0.0,0.0,0,21,1,1,507.0,5,0,0,0,0,0,0,1,0,0
用户5394,9,8,9,7,0,0,0,0.0,0.0,1,8,17,0,1342.0,3,3,2,0,0,0,0,0,1,0
用户5395,10,10,10,10,0,0,0,0.0,0.0,0,21,1,0,149.0,4,0,0,0,0,0,0,0,0,1
用户5396,7,4,8,8,0,0,7,0.0,0.0,0,21,1,0,46.0,2,1,3,0,0,0,0,1,0,0
用户5397,6,4,6,5,0,0,0,0.0,0.0,0,21,1,1,26.0,4,2,1,0,0,0,0,1,0,0
用户5398,10,10,10,10,0,0,0,0.0,0.0,1,21,1,1,275.0,3,0,0,0,0,0,0,1,0,0
用户5399,6,6,6,6,0,0,2,0.0,0.0,0,21,14,0,55.0,3,1,1,0,0,0,0,1,0,0
用户5400,4,4,5,8,1,17,0,0.0,0.0,0,21,1,0,29.0,4,3,4,4,0,0,0,0,0,1
用户5401,10,10,10,10,1,0,0,0.0,0.0,0,8,17,0,318.0,3,1,1,0,0,0,0,0,0,1
用户5402,10,10,10,10,0,0,0,0.0,0.0,0,11,6,0,439.0,2,0,0,0,0,0,0,0,0,1
用户5403,9,8,9,9,1,0,0,0.0,0.0,0,21,1,1,262.0,3,0,0,0,0,0,0,1,0,0
用户5404,9,9,8,8,0,0,0,0.0,0.0,0,21,14,0,679.0,3,2,4,4,0,0,0,0,0,1
用户5405,10,10,10,10,0,0,0,0.0,0.0,0,15,17,0,189.0,3,1,2,0,0,0,0,1,0,0
用户5406,8,6,8,9,0,0,0,0.0,0.0,0,21,1,0,470.0,3,0,0,0,0,0,0,1,0,0
用户5407,8,8,8,8,1,7,2,0.0,0.0,0,21,14,0,127.0,3,0,0,0,0,0,0,0,0,1
用户5408,6,8,8,7,1,0,10,0.0,0.0,1,21,1,0,55.0,3,3,2,0,0,0,0,0,0,1
用户5409,6,6,4,3,0,0,0,71.31,12.0,0,8,17,1,278.0,3,4,3,5,10,0,10,0,0,1
用户5410,7,7,8,8,0,0,0,0.0,0.0,0,8,17,0,25.0,3,2,2,0,0,0,0,0,0,1
用户5411,8,7,6,9,1,0,0,0.0,0.0,0,8,17,0,111.0,3,5,3,1,0,0,0,0,0,1
用户5412,10,10,10,10,1,0,0,0.0,0.0,0,8,17,1,20.0,3,0,0,0,0,0,0,0,0,1
用户5413,8,8,8,6,0,0,0,0.0,0.0,0,8,17,1,85.0,3,4,2,3,0,0,0,0,1,0
用户5414,8,8,6,7,0,0,0,0.0,0.0,0,21,1,1,155.0,3,5,4,4,0,0,0,1,0,0
用户5415,8,7,8,9,0,0,0,0.0,0.0,0,21,14,0,305.0,3,1,4,0,0,0,0,1,0,0
用户5416,10,10,10,10,0,0,0,0.0,0.0,0,11,17,1,244.0,3,0,0,0,0,0,0,0,0,1
用户5417,4,4,4,4,0,0,0,0.0,0.0,0,16,17,1,244.0,2,3,3,1,0,0,0,0,1,0
用户5418,9,8,8,8,2,0,0,0.0,0.0,0,16,17,0,74.0,2,1,1,0,0,0,0,0,0,1
用户5419,8,8,9,8,10,0,0,0.0,0.0,0,11,17,0,27.0,3,2,2,0,0,0,0,0,0,1
用户5420,5,5,5,5,0,0,0,0.0,0.0,0,21,1,0,34.0,3,0,0,0,0,0,0,0,0,1
用户5421,7,7,5,5,0,28,0,0.0,0.0,0,16,17,1,101.0,2,2,3,1,10,0,0,0,0,1
用户5422,4,1,1,1,0,34,0,0.0,0.0,0,21,1,1,74.0,4,4,4,4,0,0,0,1,0,0
用户5423,5,4,7,10,0,57,0,0.0,0.0,0,8,17,1,52.0,2,3,3,2,0,0,0,0,0,1
用户5424,5,4,5,4,0,9,1,0.0,0.0,0,8,17,0,0.0,-1,1,1,0,0,0,0,0,0,1
用户5425,10,10,10,10,0,0,0,0.0,0.0,1,8,3,1,8.0,3,0,0,0,0,0,0,0,0,1
用户5426,10,8,8,8,1,0,0,0.0,0.0,0,3,17,1,12.0,1,3,4,4,0,0,0,1,0,0
用户5427,10,10,10,10,0,4,0,0.0,0.0,0,8,17,1,355.0,4,2,2,0,0,0,0,0,0,1
用户5428,1,4,8,4,0,0,0,0.0,0.0,0,21,1,0,24.0,3,2,2,0,0,0,0,0,0,1
用户5429,1,1,1,1,16,0,0,0.0,0.0,0,21,1,1,89.0,4,3,4,2,0,0,10,0,0,1
用户5430,10,10,10,10,1,0,9,0.0,0.0,0,21,1,0,15.0,2,0,0,0,0,0,0,1,0,0
用户5431,10,10,10,9,0,0,0,0.0,0.0,0,11,17,0,115.0,3,0,0,0,0,0,0,1,0,0
用户5432,6,5,6,3,0,0,1,0.0,0.0,1,21,1,0,89.0,3,2,1,0,0,0,0,1,0,0
用户5433,1,5,6,6,0,13,0,0.0,0.0,0,21,1,1,338.0,4,3,4,2,0,0,0,0,0,1
用户5434,9,9,9,8,0,0,0,0.0,0.0,0,21,1,0,458.0,3,2,2,2,0,0,0,0,1,0
用户5435,10,10,10,10,0,6,0,0.0,0.0,0,11,17,0,243.0,2,0,0,0,0,0,0,0,0,1
用户5436,8,7,9,5,0,0,0,0.0,0.0,0,8,17,0,72.0,1,0,0,0,0,0,0,0,0,1
用户5437,5,5,5,3,1,0,2,0.0,0.0,0,11,17,1,440.0,5,3,2,0,0,0,0,0,0,1
用户5438,9,9,9,9,0,0,0,0.0,0.0,0,8,17,1,97.0,2,1,1,0,0,0,0,1,0,0
用户5439,10,10,10,10,0,0,0,0.0,0.87,0,21,14,0,273.0,3,0,0,0,0,0,0,0,0,1
用户5440,10,10,10,10,0,0,0,0.0,0.0,0,16,17,1,46.0,4,0,0,0,0,0,0,0,0,1
用户5441,5,5,5,5,1,0,0,0.0,0.0,1,8,17,1,207.0,3,6,4,1,0,0,10,1,0,0
用户5442,6,4,5,5,0,19,224,0.0,0.0,0,8,17,1,223.0,4,4,3,0,0,0,0,0,1,0
用户5443,8,7,9,8,0,0,0,0.0,4.35,0,21,14,0,43.0,3,2,2,0,0,0,0,1,0,0
用户5444,9,9,9,8,0,0,1,35.09,1.02,0,21,1,1,146.0,3,3,2,0,0,0,0,1,0,0
用户5445,8,7,8,6,1,0,1,0.0,0.0,0,21,1,1,46.0,3,2,2,0,0,0,0,0,1,0
用户5446,10,10,10,10,1,0,3,0.0,0.0,0,21,1,0,303.0,2,0,0,0,0,0,0,0,0,1
用户5447,9,8,9,8,0,31,0,0.0,0.0,0,21,1,1,155.0,3,1,1,0,0,0,0,1,0,0
用户5448,10,10,10,8,1,0,1,0.0,0.0,0,11,17,1,63.0,1,0,0,0,0,0,0,0,0,1
用户5449,9,9,9,9,0,0,0,0.0,0.0,0,15,17,0,100.0,2,2,1,1,0,0,0,0,0,1
用户5450,8,8,9,8,0,0,0,0.0,0.0,0,21,1,1,78.0,3,3,2,0,0,0,0,0,0,1
用户5451,8,8,8,8,1,0,0,0.0,0.0,0,8,17,1,269.0,3,2,4,2,0,0,10,0,0,1
用户5452,10,8,7,7,0,0,0,0.0,0.0,1,21,1,1,412.0,3,1,1,0,0,0,0,0,0,1
用户5453,10,10,10,10,15,0,0,0.0,0.0,0,8,17,0,54.0,3,0,0,0,0,0,0,1,0,0
用户5454,9,8,8,8,1,76,0,0.0,0.0,0,11,17,1,95.0,3,3,1,0,0,0,0,0,0,1
用户5455,1,1,1,1,0,0,1,0.0,0.0,0,21,1,0,454.0,3,0,0,0,0,0,0,0,0,1
