用户id,语音通话整体满意度,网络覆盖与信号强度,语音通话清晰度,语音通话稳定性,是否遇到过网络问题,脱网次数,mos质差次数,未接通掉话次数,4\5G用户,是否关怀用户,套外流量（MB）,是否4G网络客户（本地剔除物联网）,套外流量费（元）,外省语音占比,语音通话-时长（分钟）,省际漫游-时长（分钟）,终端品牌,终端品牌类型,当月ARPU,当月MOU,前3月ARPU,前3月MOU,外省流量占比,GPRS总流量（KB）,GPRS-国内漫游-流量（KB）,是否5G网络客户,客户星级标识,是否投诉,出现问题地点数,出现问题数
4574,10,9,9,9,1,0,9,0,5,-1,0.0,1,0.0,0.0,254.0,0.0,22,0,120.0,254.0,0.0,95.0,0.0,18716062.0,0.0,1,4,0,4,3
4575,8,8,9,8,1,0,16,0,4,-1,0.0,1,0.0,0.0,1393.0,0.0,14,12,131.0,1393.0,49.0,1050.0,0.0,14392193.0,0.0,-1,3,0,2,4
4576,10,10,10,10,1,0,0,1,5,-1,0.0,1,0.0,0.0,425.0,0.0,11,12,84.0,425.0,0.0,99.0,0.0,15205868.0,0.0,1,3,0,1,1
4577,10,10,10,10,2,0,0,0,5,-1,0.0,1,0.0,0.0,126.0,0.0,11,12,135.0,126.0,0.0,242.0,0.0,2386587.0,0.0,1,3,0,0,0
4578,10,10,10,10,2,0,5,4,4,-1,0.0,1,0.0,0.0,646.0,0.0,11,12,33.3,646.0,0.0,845.0,0.0,5303458.0,0.0,-1,3,0,0,0
4579,10,9,10,9,1,7,0,0,4,-1,0.0,1,0.0,0.0,226.0,0.0,22,0,49.0,226.0,0.0,269.0,0.0,4889148.0,0.0,-1,3,0,1,1
4580,9,7,9,9,2,0,5,1,4,-1,0.0,1,0.0,0.0,234.0,0.0,22,10,50.74,234.0,0.0,180.0,0.0,16021529.0,0.0,-1,3,0,0,0
4581,10,10,10,10,1,6,4,0,4,-1,0.0,1,0.0,0.0,179.0,0.0,22,10,23.0,179.0,0.0,212.0,0.0,10153819.0,0.0,-1,3,0,5,3
4582,9,9,9,9,2,6,1,0,5,-1,0.0,1,0.0,0.0,201.0,0.0,11,12,219.5,201.0,88.0,236.0,0.0,44112930.0,0.0,1,4,0,0,0
4583,3,2,7,3,1,0,9,2,4,-1,0.0,1,0.0,0.0,83.0,0.0,22,10,70.0,83.0,0.0,54.0,0.0,21607207.0,0.0,-1,2,0,3,5
4584,8,7,8,9,2,0,24,2,4,1,0.0,1,0.0,0.0,372.0,0.0,6,9,31.48,372.0,0.0,224.0,0.0,7830706.0,0.0,-1,3,0,0,0
4585,10,10,10,10,2,0,1,0,4,-1,0.0,1,0.0,0.0,256.0,0.0,17,6,40.0,256.0,0.0,229.0,0.0,10843753.0,0.0,-1,3,0,0,0
4586,10,10,10,10,2,6,11,0,5,-1,0.0,1,0.0,0.0,385.0,0.0,22,0,108.0,385.0,0.0,639.0,0.0,25947787.0,0.0,1,3,0,0,0
4587,10,10,10,10,2,0,7,1,4,-1,0.0,1,0.0,0.0,603.0,0.0,22,10,10.0,603.0,0.0,579.0,0.0,8807723.0,0.0,-1,3,0,0,0
4588,10,10,10,10,2,0,1,0,5,-1,0.0,1,0.0,0.0,499.0,0.0,11,12,50.0,499.0,0.0,246.0,0.0,14509407.0,0.0,1,3,0,0,0
4589,9,9,9,9,1,0,3,0,4,-1,0.0,1,0.0,0.0,221.0,0.0,22,0,88.1,221.0,0.0,119.0,0.0,13512943.0,0.0,-1,3,0,4,3
4590,10,10,10,10,2,0,0,0,5,-1,0.0,1,0.0,0.0,801.0,0.0,11,12,205.0,801.0,0.0,799.0,0.0,39599584.0,0.0,1,4,0,0,0
4591,8,7,8,8,1,6,4,0,4,-1,0.0,1,0.0,0.0,81.0,0.0,22,10,44.0,81.0,0.0,122.0,0.0,9100194.0,0.0,-1,3,0,1,1
4592,10,10,10,10,1,0,4,0,4,-1,0.0,1,0.0,0.0,119.0,0.0,11,12,84.9,119.0,0.0,257.0,0.0,11620909.0,0.0,-1,3,0,2,2
4593,10,10,10,10,2,6,6,0,5,-1,0.0,1,0.0,0.0,291.0,0.0,22,0,128.0,291.0,9.0,369.0,0.0,1429808.0,0.0,1,3,0,0,0
4594,10,10,10,10,2,6,2,2,5,-1,0.0,1,0.0,0.0,811.0,0.0,11,12,143.0,811.0,8.41,616.0,0.0,32409638.0,0.0,1,4,0,0,0
4595,9,9,9,9,1,0,0,0,4,-1,0.0,1,0.0,0.0,109.0,0.0,11,12,8.0,109.0,0.0,109.0,0.0,1525.0,0.0,-1,3,0,1,1
4596,9,10,10,10,1,6,5,0,4,-1,0.0,1,0.0,0.0,107.0,0.0,22,0,130.0,107.0,0.0,224.0,0.0,17456354.0,0.0,-1,4,0,1,1
4597,10,10,10,10,2,7,4,0,5,-1,0.0,1,0.0,0.0,550.0,0.0,18,12,90.0,550.0,0.0,506.0,0.0,26729433.0,0.0,1,3,0,0,0
4598,10,1,10,1,1,0,1,0,4,-1,0.0,1,0.0,0.0,227.0,0.0,11,12,30.6,227.0,0.0,258.0,0.0,9015847.0,0.0,-1,3,0,3,3
4599,10,10,10,10,1,0,7,0,4,-1,0.0,1,0.0,0.0,171.0,0.0,11,12,29.4,171.0,0.0,113.0,0.0,8492164.0,0.0,-1,3,0,1,1
4600,9,9,8,9,2,7,4,2,4,-1,0.0,1,0.0,0.0,619.0,0.0,11,12,44.3,619.0,0.0,566.0,0.0,11205961.0,0.0,-1,3,0,0,0
4601,10,10,10,10,2,0,0,0,5,-1,0.0,1,0.0,0.0,462.0,0.0,14,12,69.3,462.0,0.0,0.0,0.0,10187871.0,0.0,1,-1,0,0,0
4602,10,10,10,10,2,0,1,0,5,-1,0.0,1,0.0,0.0,213.0,0.0,11,12,68.0,213.0,0.0,296.0,0.0,13407630.0,0.0,1,3,0,0,0
4603,10,10,10,10,2,7,0,0,5,-1,0.0,1,0.0,0.0,206.0,0.0,11,12,36.23,206.0,0.0,311.0,0.0,5822385.0,0.0,1,4,0,0,0
4604,3,2,3,2,1,8,0,1,5,-1,0.0,1,0.0,0.0,175.0,0.0,22,0,120.0,175.0,0.0,417.0,0.0,17900751.0,0.0,1,4,0,1,4
4605,10,10,10,9,2,0,7,1,4,-1,0.0,1,0.0,0.0,527.0,0.0,11,12,80.0,527.0,0.0,435.0,0.0,27971486.0,0.0,-1,3,0,0,0
4606,10,10,10,10,1,0,2,0,4,1,0.0,1,0.0,0.0,160.0,0.0,17,12,63.0,160.0,0.0,157.0,0.0,46528300.0,0.0,-1,3,0,3,2
4607,10,10,10,10,2,86,0,1,5,-1,0.0,1,34.0,0.0,171.0,0.0,22,0,64.16,171.0,0.0,281.0,0.0,49505112.0,0.0,1,3,0,0,0
4608,10,10,10,10,2,6,2,0,4,-1,0.0,1,0.0,0.0,111.0,0.0,22,0,40.0,111.0,0.0,79.0,0.0,12680700.0,0.0,-1,3,0,0,0
4609,9,9,9,7,1,0,7,0,4,-1,0.0,1,0.0,0.0,406.0,0.0,22,10,58.0,406.0,0.0,410.0,0.0,2335786.0,0.0,-1,3,0,3,2
4610,10,10,10,10,2,6,0,0,5,-1,0.0,1,0.0,0.0,127.0,0.0,11,12,60.2,127.0,0.0,75.0,0.0,20232554.0,0.0,1,3,0,0,0
4611,9,8,9,8,1,0,3,0,5,1,0.0,1,0.0,0.0,196.0,0.0,14,12,32.2,196.0,0.0,305.0,0.0,13331445.0,0.0,1,3,0,1,1
4612,5,5,4,3,1,0,0,0,4,-1,0.0,1,0.0,0.0,900.0,0.0,19,12,46.0,900.0,0.0,338.0,0.0,1649394.0,0.0,-1,3,0,1,4
4613,10,8,9,6,1,0,10,0,4,-1,0.0,1,0.0,0.0,646.0,0.0,11,12,69.0,646.0,0.0,419.0,0.0,4707824.0,0.0,-1,-1,0,3,3
4614,10,10,10,10,2,0,0,0,4,-1,39.94,1,10.0,0.0,149.0,0.0,4,12,18.0,149.0,0.0,198.0,0.0,3318578.0,0.0,-1,3,0,0,0
4615,9,9,8,9,1,0,0,1,5,-1,103.98,1,1.68,0.0,276.0,0.0,18,12,147.74,276.0,0.0,233.0,0.0,43756003.0,0.0,1,4,0,1,1
4616,10,10,10,10,1,6,23,0,5,-1,0.0,1,0.0,0.0,1094.0,0.0,22,0,134.1,1094.0,0.0,787.0,0.0,29918825.0,0.0,1,4,0,2,3
4617,10,10,10,10,2,0,0,0,4,-1,175.07,1,5.0,0.0,176.0,0.0,11,12,84.0,176.0,0.0,266.0,0.0,16470587.0,0.0,-1,3,0,0,0
4618,8,8,6,8,1,0,22,2,4,-1,0.0,1,0.0,0.0,1141.0,0.0,11,12,125.2,1141.0,0.0,1251.0,0.0,52033164.0,0.0,-1,3,0,4,3
4619,10,10,10,10,2,0,2,0,5,-1,0.0,1,0.0,0.0,518.0,0.0,11,12,80.0,518.0,0.0,318.0,0.0,6357449.0,0.0,1,3,0,0,0
4620,1,1,1,1,1,0,0,0,5,-1,0.0,1,30.0,0.0,171.0,0.0,22,0,107.05,171.0,0.0,223.0,0.0,18732556.0,0.0,1,2,0,4,4
4621,10,10,10,10,2,0,1,1,5,-1,0.0,1,0.0,0.0,1173.0,0.0,11,12,215.0,1173.0,0.0,1403.0,0.0,18457191.0,0.0,1,5,0,0,0
4622,9,9,9,9,1,0,0,0,5,-1,0.0,1,0.0,0.0,178.0,0.0,18,12,40.0,178.0,0.0,149.0,0.0,13404595.0,0.0,1,3,0,3,3
4623,1,1,1,1,2,0,0,0,5,-1,0.0,1,5.0,0.0,153.0,0.0,22,0,167.0,153.0,0.0,165.0,0.0,56763313.0,0.0,1,4,0,0,0
4624,10,10,10,10,2,210,0,0,5,-1,45.38,1,10.0,0.0,214.0,0.0,11,12,69.14,214.0,0.0,198.0,0.0,45150338.0,0.0,1,3,0,0,0
4625,10,10,10,10,2,0,0,2,5,1,0.0,1,0.0,0.0,387.0,0.0,17,12,50.9,387.0,0.0,356.0,0.0,25239662.0,0.0,1,3,0,0,0
4626,10,10,10,10,2,0,0,0,5,-1,0.0,1,10.0,0.0,416.0,0.0,17,12,79.0,416.0,0.0,398.0,0.0,33602753.0,0.0,1,2,0,0,0
4627,9,7,9,9,1,6,0,0,5,-1,0.0,1,0.0,0.0,252.0,0.0,22,0,32.82,252.0,0.0,137.0,0.0,1978231.0,0.0,1,3,0,1,1
4628,9,8,10,10,2,0,0,0,5,1,0.0,1,0.0,0.0,163.0,0.0,11,12,48.0,163.0,0.0,157.0,0.0,27835785.0,0.0,1,2,0,0,0
4629,8,9,9,9,1,6,0,0,5,-1,0.0,1,0.0,0.0,99.0,0.0,22,0,25.0,99.0,0.0,101.0,0.0,1799259.0,0.0,1,3,0,1,1
4630,10,10,10,10,2,6,0,0,4,-1,0.0,1,0.0,0.0,113.0,0.0,18,11,40.0,113.0,0.0,150.0,0.0,2632946.0,0.0,-1,3,0,0,0
4631,5,5,5,5,2,0,0,0,5,-1,0.0,1,0.0,0.0,415.0,0.0,11,12,146.4,415.0,0.0,418.0,0.0,5141105.0,0.0,1,3,0,0,0
4632,9,9,9,9,2,0,7,0,5,-1,0.0,1,0.0,0.0,1373.0,0.0,11,12,94.0,1373.0,0.0,1019.0,0.0,25760175.0,0.0,1,3,0,0,0
4633,8,8,6,8,2,0,10,4,5,-1,0.0,1,0.0,0.0,316.0,0.0,22,0,128.0,316.0,0.0,262.0,0.0,9775648.0,0.0,1,4,0,0,0
4634,1,1,1,1,1,0,0,0,5,-1,0.0,1,0.0,0.0,83.0,0.0,11,12,60.4,83.0,0.0,167.0,0.0,2010.0,0.0,-1,3,0,3,5
4635,10,10,10,10,2,6,4,0,4,-1,0.0,1,0.0,0.0,719.0,0.0,22,0,27.0,719.0,0.0,449.0,0.0,10754192.0,0.0,-1,3,0,0,0
4636,5,3,3,3,1,0,0,0,4,-1,0.0,1,1.16,0.0,152.0,0.0,22,0,11.16,152.0,0.0,176.0,0.0,66347.0,0.0,-1,3,0,2,4
4637,2,1,3,1,1,0,0,0,2,-1,0.0,-1,0.0,0.0,161.0,0.0,11,12,28.6,161.0,0.0,148.0,0.0,54594.0,0.0,-1,3,0,1,4
4638,8,7,9,10,2,0,6,0,4,-1,0.0,1,0.0,0.0,181.0,0.0,11,12,58.1,181.0,0.0,175.0,0.0,17335803.0,0.0,-1,3,0,0,0
4639,10,10,10,10,2,26,0,0,4,-1,166.61,1,5.0,0.0,420.0,0.0,11,12,65.4,420.0,0.0,237.0,0.0,35148175.0,0.0,-1,2,0,0,0
4640,10,10,10,10,2,0,6,1,4,1,0.0,1,0.0,0.0,181.0,0.0,22,10,69.0,181.0,0.0,1117.0,0.0,31352804.0,0.0,-1,3,0,0,0
4641,10,10,10,10,2,6,0,0,4,-1,0.0,1,0.0,0.0,79.0,0.0,22,0,36.0,79.0,0.0,83.0,0.0,924343.0,0.0,-1,3,0,0,0
4642,10,10,10,10,2,0,3,3,5,-1,0.0,1,0.0,0.0,492.0,0.0,11,12,90.0,492.0,0.0,423.0,0.0,5021043.0,0.0,1,3,0,0,0
4643,10,10,10,10,2,0,0,0,4,1,0.0,1,0.0,0.0,44.0,0.0,22,0,80.0,44.0,0.0,186.0,0.0,10201045.0,0.0,-1,3,0,0,0
4644,8,8,8,8,1,6,4,0,4,-1,0.0,1,0.0,0.0,924.0,0.0,22,10,43.75,924.0,0.0,442.0,0.0,19900125.0,0.0,-1,3,0,3,3
4645,7,7,6,6,2,0,5,0,4,-1,0.0,1,0.0,0.0,77.0,0.0,14,12,30.0,77.0,0.0,83.0,0.0,24067416.0,0.0,-1,3,0,0,0
4646,10,10,10,10,2,6,0,0,4,-1,0.0,1,0.0,0.0,391.0,0.0,11,12,49.0,391.0,0.0,329.0,0.0,4717222.0,0.0,-1,3,0,0,0
4647,8,8,8,8,2,0,11,1,4,-1,0.0,1,0.0,0.0,551.0,0.0,22,10,81.79,551.0,0.0,178.0,0.0,15004035.0,0.0,-1,3,1,0,0
4648,10,10,10,10,2,0,6,0,5,1,0.0,1,0.0,0.0,396.0,0.0,17,12,38.0,396.0,0.0,411.0,0.0,4401717.0,0.0,1,3,0,0,0
4649,1,1,1,1,1,0,0,0,4,-1,0.0,1,0.0,0.0,557.0,0.0,22,10,0.0,557.0,0.0,565.0,0.0,57532705.0,0.0,-1,4,0,5,5
4650,9,6,8,7,2,0,0,0,4,1,0.0,1,0.0,0.0,182.0,0.0,17,12,9.57,182.0,0.0,83.0,0.0,2252872.0,0.0,-1,2,0,0,0
4651,10,10,9,9,2,0,0,0,4,-1,0.0,1,0.0,0.0,812.0,0.0,11,12,11.0,812.0,0.0,506.0,0.0,20050531.0,0.0,-1,1,0,0,0
4652,8,6,8,6,1,0,3,0,4,-1,0.0,1,0.0,0.0,355.0,0.0,22,0,99.0,355.0,0.0,243.0,0.0,7172934.0,0.0,-1,4,0,1,1
4653,10,10,10,10,2,0,14,0,5,-1,0.0,1,0.0,0.0,309.0,0.0,11,12,75.0,309.0,0.0,494.0,0.0,31879140.0,0.0,1,3,0,0,0
4654,10,10,10,10,1,0,0,0,2,-1,0.0,-1,0.0,0.0,162.0,0.0,11,12,18.0,162.0,0.0,220.0,0.0,456.0,0.0,-1,3,0,1,1
4655,10,10,10,10,2,0,7,1,4,-1,0.0,1,0.0,0.0,115.0,0.0,17,12,0.0,115.0,0.0,61.0,0.0,47488.0,0.0,-1,3,0,0,0
4656,10,10,10,10,2,6,5,0,4,-1,0.0,1,0.0,0.0,221.0,0.0,22,10,10.0,221.0,0.0,370.0,0.0,10794510.0,0.0,-1,3,0,0,0
4657,10,10,10,10,2,0,5,0,5,-1,0.0,1,0.0,0.0,449.0,0.0,22,0,88.0,449.0,0.0,340.0,0.0,19621929.0,0.0,1,3,0,0,0
4658,10,8,10,10,1,0,8,0,4,-1,0.0,1,0.0,0.0,373.0,0.0,11,12,76.87,373.0,0.0,1439.0,0.0,14502665.0,0.0,-1,3,0,2,2
4659,10,10,10,10,1,0,16,0,4,-1,0.0,1,0.0,0.0,678.0,0.0,14,12,70.0,678.0,0.0,581.0,0.0,6800482.0,0.0,-1,3,0,2,2
4660,10,9,9,10,1,0,0,1,5,-1,0.0,1,108.0,0.0,975.0,0.0,11,12,292.1,975.0,0.0,323.0,0.0,80554808.0,0.0,1,4,0,1,2
4661,10,10,10,10,2,0,7,0,4,-1,0.0,1,0.0,0.0,46.0,0.0,11,12,35.6,46.0,0.0,71.0,0.0,1099344.0,0.0,-1,3,0,0,0
4662,9,9,9,9,1,6,1,0,4,-1,0.0,1,0.0,0.0,170.0,0.0,11,12,9.0,170.0,0.0,171.0,0.0,9607100.0,0.0,-1,3,0,2,1
4663,10,10,10,10,2,6,0,0,4,-1,0.0,1,0.0,0.0,118.0,0.0,11,12,28.0,118.0,0.0,275.0,0.0,12080828.0,0.0,-1,3,0,0,0
4664,10,10,10,10,2,0,8,0,4,-1,0.0,1,0.0,0.0,261.0,0.0,11,12,45.0,261.0,0.0,198.0,0.0,23216350.0,0.0,-1,2,0,0,0
4665,10,10,10,10,2,0,2,0,4,-1,0.0,1,0.0,0.0,60.0,0.0,11,12,88.9,60.0,0.0,131.0,0.0,4245543.0,0.0,-1,3,0,0,0
4666,3,3,3,5,1,0,0,0,2,-1,0.0,-1,0.0,0.0,24.0,0.0,11,12,58.0,24.0,0.0,138.0,0.0,0.0,0.0,-1,3,0,3,2
4667,10,10,10,10,2,6,32,8,4,-1,0.0,1,0.0,0.0,858.0,0.0,22,0,104.2,858.0,0.0,1088.0,0.0,6236770.0,0.0,-1,3,0,0,0
4668,9,9,10,9,2,0,17,0,4,-1,0.0,1,0.0,0.0,259.0,0.0,11,12,58.0,259.0,0.0,739.0,0.0,6914630.0,0.0,-1,2,0,0,0
4669,10,10,10,10,2,0,0,0,4,-1,360.0,1,90.0,0.0,497.0,0.0,11,12,182.6,497.0,0.0,654.0,0.0,186299868.0,0.0,-1,4,0,0,0
4670,10,8,8,8,1,0,1,1,5,-1,0.0,1,0.0,0.0,432.0,0.0,11,12,85.0,432.0,0.0,631.0,0.0,14721141.0,0.0,1,3,0,1,2
4671,10,10,10,10,2,6,0,0,5,-1,0.0,1,0.0,0.0,67.0,0.0,11,12,39.57,67.0,0.0,86.0,0.0,3267524.0,0.0,1,3,0,0,0
4672,9,10,9,10,1,6,1,0,4,-1,0.0,1,0.0,0.0,310.0,0.0,22,10,58.0,310.0,0.0,340.0,0.0,21794146.0,0.0,-1,3,0,1,1
4673,9,9,9,8,2,0,4,0,4,1,0.0,1,0.0,0.0,492.0,0.0,17,6,24.33,492.0,0.0,292.0,0.0,7546595.0,0.0,-1,3,0,0,0
4674,10,10,10,10,1,6,10,2,4,-1,0.0,1,0.0,0.0,150.0,0.0,22,10,69.0,150.0,0.0,219.0,0.0,29902514.0,0.0,-1,3,0,2,2
4675,9,8,8,9,1,0,8,1,4,-1,0.0,1,0.0,0.0,792.0,0.0,11,12,56.0,792.0,0.0,693.0,0.0,10432526.0,0.0,-1,2,0,2,2
4676,8,8,6,6,1,6,9,0,4,-1,0.0,1,0.0,0.0,436.0,0.0,11,12,36.3,436.0,0.0,333.0,0.0,284593.0,0.0,-1,3,0,3,2
4677,10,10,10,9,1,6,10,4,4,-1,0.0,1,0.0,0.0,535.0,0.0,22,10,142.0,535.0,0.0,522.0,0.0,11642151.0,0.0,-1,4,0,1,1
4678,1,1,1,1,1,0,0,0,4,-1,0.0,1,15.0,0.0,54.0,0.0,11,12,40.0,54.0,0.0,307.0,0.0,52797476.0,0.0,-1,1,0,3,3
4679,7,4,5,5,1,0,0,0,5,-1,0.0,1,0.0,0.0,241.0,0.0,11,12,15.0,241.0,0.0,156.0,0.0,2295767.0,0.0,1,3,0,1,1
4680,10,10,10,10,2,0,6,0,4,-1,0.0,1,0.0,0.0,133.0,0.0,11,12,88.0,133.0,0.0,169.0,0.0,4634807.0,0.0,-1,3,0,0,0
4681,10,10,10,10,2,0,4,0,4,-1,0.0,1,0.0,0.0,314.0,0.0,11,12,150.0,314.0,0.0,289.0,0.0,11933046.0,0.0,-1,3,0,0,0
4682,8,8,8,8,1,0,0,0,5,-1,113.02,1,13.19,0.0,59.0,0.0,11,12,92.19,59.0,0.0,153.0,0.0,17029490.0,0.0,1,4,0,2,5
4683,10,10,10,10,2,0,18,1,4,-1,0.0,1,0.0,0.0,452.0,0.0,11,12,29.1,452.0,0.0,285.0,0.0,8416036.0,0.0,-1,3,0,0,0
4684,10,10,10,10,2,0,0,0,4,-1,0.0,1,0.0,0.0,201.0,0.0,11,12,30.5,201.0,0.0,138.0,0.0,1559629.0,0.0,-1,3,0,0,0
4685,10,9,10,10,1,0,0,1,5,-1,0.0,1,5.0,0.0,335.0,0.0,11,12,152.0,335.0,9.0,287.0,0.0,32497684.0,0.0,1,4,0,4,5
4686,10,10,10,10,2,0,3,1,4,-1,0.0,1,0.0,0.0,54.0,0.0,11,12,74.9,54.0,0.0,157.0,0.0,90852933.0,0.0,-1,3,0,0,0
4687,5,5,5,10,2,0,0,0,4,-1,36.55,1,10.0,0.0,301.0,0.0,11,12,44.19,301.0,0.0,180.0,0.0,4328901.0,0.0,-1,2,0,0,0
4688,8,8,8,6,1,0,3,0,5,1,0.0,1,0.0,0.0,190.0,0.0,1,12,43.51,190.0,0.0,177.0,0.0,6558225.0,0.0,1,3,0,2,2
4689,9,9,10,10,2,0,4,0,5,-1,0.0,1,0.0,0.0,793.0,0.0,22,0,208.0,793.0,0.0,973.0,0.0,21405084.0,0.0,1,4,0,0,0
4690,1,1,1,1,1,0,0,0,5,-1,0.0,1,0.0,0.0,655.0,0.0,11,12,163.0,655.0,0.0,1268.0,0.0,6169025.0,0.0,1,4,0,2,3
4691,10,10,10,10,2,0,0,0,5,-1,0.0,1,0.0,0.0,497.0,0.0,11,12,127.0,497.0,0.0,837.0,0.0,39529432.0,0.0,1,4,0,0,0
4692,4,4,4,4,1,0,0,0,2,-1,0.0,-1,0.0,0.0,126.0,0.0,22,10,18.45,126.0,0.0,146.0,0.0,0.0,0.0,-1,3,0,2,3
4693,10,10,10,10,2,0,3,4,5,1,0.0,1,0.0,0.0,663.0,0.0,11,12,88.0,663.0,0.0,723.0,0.0,75262439.0,0.0,1,4,0,0,0
4694,10,10,10,10,2,0,0,1,4,1,0.0,1,0.0,0.0,182.0,0.0,18,12,50.0,182.0,0.0,293.0,0.0,49535332.0,0.0,-1,3,0,0,0
4695,10,10,10,10,1,0,2,0,4,-1,0.0,1,0.0,0.0,222.0,0.0,22,0,110.14,222.0,0.0,294.0,0.0,34010925.0,0.0,-1,3,0,3,1
4696,10,10,10,10,1,0,0,0,5,-1,0.0,1,0.0,0.0,131.0,0.0,11,12,7.0,131.0,0.0,117.0,0.0,1086835.0,0.0,1,2,0,1,2
4697,10,10,10,10,2,0,0,0,4,-1,19.66,1,5.22,0.0,60.0,0.0,11,12,23.22,60.0,0.0,154.0,0.0,267501.0,0.0,-1,2,0,0,0
4698,10,10,10,10,2,0,2,0,4,-1,0.0,1,0.0,0.0,451.0,0.0,11,12,10.0,451.0,0.0,424.0,0.0,148871.0,0.0,-1,3,0,0,0
4699,9,9,9,9,1,0,1,0,4,-1,0.0,1,0.0,0.0,257.0,0.0,11,12,89.0,257.0,0.0,250.0,0.0,8230737.0,0.0,-1,3,0,2,2
4700,1,1,1,1,1,0,0,0,4,-1,0.0,1,0.0,0.0,502.0,0.0,11,12,129.0,502.0,0.0,608.0,0.0,15734462.0,0.0,-1,3,0,7,6
4701,9,10,9,9,2,11,0,0,4,-1,42.63,1,10.0,0.0,606.0,0.0,18,12,138.0,606.0,0.0,424.0,0.0,98524205.0,0.0,-1,3,0,0,0
4702,7,6,6,6,1,0,6,0,4,1,0.0,1,0.0,0.0,434.0,0.0,22,0,95.1,434.0,0.0,158.0,0.0,9015355.0,0.0,-1,2,0,1,2
4703,10,10,10,10,2,0,0,0,4,-1,0.0,1,4.06,0.0,217.0,0.0,22,10,17.26,217.0,0.0,383.0,0.0,79885.0,0.0,-1,3,0,0,0
4704,10,10,10,10,2,0,9,0,4,-1,0.0,1,0.0,0.0,633.0,0.0,11,12,90.0,633.0,0.0,658.0,0.0,11883414.0,0.0,-1,3,0,0,0
4705,6,5,6,4,1,0,21,7,5,-1,0.0,1,0.0,0.0,1157.0,0.0,11,12,262.04,1157.0,0.0,737.0,0.0,39696155.0,0.0,-1,5,0,6,6
4706,5,5,7,3,1,0,0,0,4,-1,0.0,1,6.09,0.0,71.0,0.0,22,0,14.39,71.0,0.0,166.0,0.0,62784.0,0.0,-1,3,0,1,1
4707,1,1,1,1,1,0,0,0,5,-1,0.0,1,0.0,0.0,208.0,0.0,17,12,8.0,208.0,0.0,196.0,0.0,3961.0,0.0,1,2,0,1,1
4708,10,10,10,10,2,0,1,0,4,-1,0.0,1,0.0,0.0,70.0,0.0,22,0,25.0,70.0,0.0,51.0,0.0,11983593.0,0.0,-1,3,0,0,0
4709,10,10,10,10,2,0,0,0,4,-1,0.0,1,0.0,0.0,91.0,0.0,22,0,39.0,91.0,0.0,115.0,0.0,5427735.0,0.0,-1,2,0,0,0
4710,10,8,10,9,1,0,0,0,5,-1,6879.19,1,87.0,0.0,2431.0,0.0,11,12,290.68,2431.0,0.0,2043.0,0.0,70433247.0,0.0,1,4,0,1,3
4711,10,10,9,10,2,6,4,0,5,-1,0.0,1,0.0,0.0,114.0,0.0,14,12,59.0,114.0,0.0,349.0,0.0,15245292.0,0.0,1,3,0,0,0
4712,10,10,10,10,2,0,14,1,5,-1,0.0,1,0.0,0.0,177.0,0.0,22,0,210.0,177.0,0.0,215.0,0.0,12202973.0,0.0,1,4,1,0,0
4713,10,10,10,10,2,6,4,0,4,-1,0.0,1,0.0,0.0,232.0,0.0,14,12,38.1,232.0,0.0,436.0,0.0,30195083.0,0.0,-1,3,0,0,0
4714,2,2,2,2,1,0,0,1,4,-1,0.0,1,0.0,0.0,249.0,0.0,22,0,60.0,249.0,0.0,237.0,0.0,8969120.0,0.0,-1,3,0,2,2
4715,9,9,9,9,1,6,0,0,5,-1,0.0,1,0.0,0.0,305.0,0.0,22,0,128.0,305.0,0.0,461.0,0.0,5317988.0,0.0,1,4,0,2,2
4716,10,10,10,10,2,0,6,11,4,-1,0.0,1,0.0,0.0,436.0,0.0,11,12,80.0,436.0,0.0,267.0,0.0,11447930.0,0.0,-1,3,0,0,0
4717,10,10,10,10,1,0,12,0,5,-1,0.0,1,0.0,0.0,9.0,0.0,20,3,69.0,9.0,0.0,80.0,0.0,81293936.0,0.0,1,-1,0,3,2
4718,10,10,10,10,2,6,8,1,4,-1,0.0,1,0.0,0.0,444.0,0.0,18,12,30.0,444.0,0.0,291.0,0.0,18588379.0,0.0,-1,1,0,0,0
4719,6,8,8,10,1,0,11,0,5,-1,0.0,1,0.0,0.0,315.0,0.0,22,0,68.0,315.0,0.0,294.0,0.0,3294392.0,0.0,1,3,0,1,2
4720,10,5,10,10,2,0,1,1,4,-1,0.0,1,0.0,0.0,60.0,0.0,11,12,25.0,60.0,0.0,72.0,0.0,10954582.0,0.0,-1,3,0,0,0
4721,5,5,5,5,1,0,0,4,5,-1,0.0,1,0.0,0.0,810.0,0.0,22,0,166.6,810.0,0.0,509.0,0.0,19641696.0,0.0,1,5,0,3,4
4722,8,10,10,10,2,0,0,2,5,1,0.0,1,0.0,0.0,367.0,0.0,14,12,55.35,367.0,0.0,295.0,0.0,3474930.0,0.0,1,3,0,0,0
4723,8,8,8,8,1,0,4,1,4,1,0.0,1,0.0,0.0,578.0,0.0,14,12,120.0,578.0,0.0,258.0,0.0,208136.0,0.0,-1,3,0,1,1
4724,10,10,10,10,2,0,1,0,5,-1,0.0,1,0.0,0.0,666.0,0.0,17,12,66.3,666.0,0.0,749.0,0.0,23048178.0,0.0,1,3,0,0,0
